tipo,idade_meses,genero,porte,pelagem,vacinado,vermifugado,esterilizado,saude,taxa,qtd_fotos,qtd_videos,pet_index,nome,moradia,tempo_disponivel_horas,tem_alergia,tem_crianca,outros_pets,prefere_tipo,prefere_porte,adotante_index
gato,3,macho,medio,curta,0,1,0,saudavel,0,1.0,0,1,Maria Clara Alves,apartamento,7,0,0,0,cachorro,medio,8
gato,3,macho,medio,curta,0,1,0,saudavel,0,1.0,0,1,Julia da Costa,casa,7,1,1,1,indiferente,pequeno,9
gato,3,macho,medio,curta,0,1,0,saudavel,0,1.0,0,1,Esther da Rocha,casa,3,0,0,1,cachorro,grande,10
gato,3,macho,medio,curta,0,1,0,saudavel,0,1.0,0,1,Ana Vitória da Cunha,casa,4,0,0,0,gato,pequeno,11
gato,3,macho,medio,curta,0,1,0,saudavel,0,1.0,0,1,Anthony Gabriel Moura,casa,6,0,1,0,indiferente,grande,12
gato,3,macho,medio,curta,0,1,0,saudavel,0,1.0,0,1,Dra. Jade Mendonça,apartamento,1,0,1,0,cachorro,pequeno,13
gato,3,macho,medio,curta,0,1,0,saudavel,0,1.0,0,1,Luiz Otávio Monteiro,casa,4,1,1,1,cachorro,grande,14
gato,3,macho,medio,curta,0,1,0,saudavel,0,1.0,0,1,Dra. Bruna Pires,apartamento,4,1,0,1,indiferente,pequeno,15
gato,3,macho,medio,curta,0,1,0,saudavel,0,1.0,0,1,Rael Brito,casa,7,1,1,0,indiferente,medio,16
gato,3,macho,medio,curta,0,1,0,saudavel,0,1.0,0,1,Leonardo Martins,casa,8,1,1,0,gato,pequeno,17
gato,3,macho,medio,curta,0,1,0,saudavel,0,1.0,0,1,Fernanda Leão,casa,4,1,1,0,indiferente,grande,18
gato,3,macho,medio,curta,0,1,0,saudavel,0,1.0,0,1,Rafael Azevedo,casa,2,1,1,0,indiferente,grande,19
gato,7,macho,medio,curta,1,1,0,saudavel,0,2.0,0,2,Sr. Renan Leão,casa,6,0,0,1,indiferente,grande,0
gato,7,macho,medio,curta,1,1,0,saudavel,0,2.0,0,2,Vinícius Andrade,casa,8,1,0,0,indiferente,medio,1
gato,7,macho,medio,curta,1,1,0,saudavel,0,2.0,0,2,Fernando Fogaça,apartamento,1,0,0,0,gato,grande,2
gato,7,macho,medio,curta,1,1,0,saudavel,0,2.0,0,2,Pietro Cassiano,casa,2,1,0,1,indiferente,pequeno,3
gato,7,macho,medio,curta,1,1,0,saudavel,0,2.0,0,2,Dra. Manuela Machado,casa,8,0,1,0,gato,grande,4
gato,7,macho,medio,curta,1,1,0,saudavel,0,2.0,0,2,Sr. Juan Rodrigues,apartamento,2,1,0,0,cachorro,pequeno,5
gato,7,macho,medio,curta,1,1,0,saudavel,0,2.0,0,2,Leandro Peixoto,casa,5,0,0,1,gato,pequeno,6
gato,7,macho,medio,curta,1,1,0,saudavel,0,2.0,0,2,Sr. João Miguel Lima,apartamento,2,0,0,1,cachorro,medio,7
gato,7,macho,medio,curta,1,1,0,saudavel,0,2.0,0,2,Maria Clara Alves,apartamento,7,0,0,0,cachorro,medio,8
gato,7,macho,medio,curta,1,1,0,saudavel,0,2.0,0,2,Julia da Costa,casa,7,1,1,1,indiferente,pequeno,9
gato,7,macho,medio,curta,1,1,0,saudavel,0,2.0,0,2,Esther da Rocha,casa,3,0,0,1,cachorro,grande,10
gato,7,macho,medio,curta,1,1,0,saudavel,0,2.0,0,2,Ana Vitória da Cunha,casa,4,0,0,0,gato,pequeno,11
gato,7,macho,medio,curta,1,1,0,saudavel,0,2.0,0,2,Anthony Gabriel Moura,casa,6,0,1,0,indiferente,grande,12
gato,7,macho,medio,curta,1,1,0,saudavel,0,2.0,0,2,Dra. Jade Mendonça,apartamento,1,0,1,0,cachorro,pequeno,13
gato,7,macho,medio,curta,1,1,0,saudavel,0,2.0,0,2,Luiz Otávio Monteiro,casa,4,1,1,1,cachorro,grande,14
gato,7,macho,medio,curta,1,1,0,saudavel,0,2.0,0,2,Dra. Bruna Pires,apartamento,4,1,0,1,indiferente,pequeno,15
gato,7,macho,medio,curta,1,1,0,saudavel,0,2.0,0,2,Rael Brito,casa,7,1,1,0,indiferente,medio,16
gato,7,macho,medio,curta,1,1,0,saudavel,0,2.0,0,2,Leonardo Martins,casa,8,1,1,0,gato,pequeno,17
gato,7,macho,medio,curta,1,1,0,saudavel,0,2.0,0,2,Fernanda Leão,casa,4,1,1,0,indiferente,grande,18
gato,7,macho,medio,curta,1,1,0,saudavel,0,2.0,0,2,Rafael Azevedo,casa,2,1,1,0,indiferente,grande,19
cachorro,3,macho,grande,curta,0,0,0,saudavel,0,4.0,0,3,Sr. Renan Leão,casa,6,0,0,1,indiferente,grande,0
cachorro,3,macho,grande,curta,0,0,0,saudavel,0,4.0,0,3,Vinícius Andrade,casa,8,1,0,0,indiferente,medio,1
cachorro,3,macho,grande,curta,0,0,0,saudavel,0,4.0,0,3,Fernando Fogaça,apartamento,1,0,0,0,gato,grande,2
cachorro,3,macho,grande,curta,0,0,0,saudavel,0,4.0,0,3,Pietro Cassiano,casa,2,1,0,1,indiferente,pequeno,3
cachorro,3,macho,grande,curta,0,0,0,saudavel,0,4.0,0,3,Dra. Manuela Machado,casa,8,0,1,0,gato,grande,4
cachorro,3,macho,grande,curta,0,0,0,saudavel,0,4.0,0,3,Sr. Juan Rodrigues,apartamento,2,1,0,0,cachorro,pequeno,5
cachorro,3,macho,grande,curta,0,0,0,saudavel,0,4.0,0,3,Leandro Peixoto,casa,5,0,0,1,gato,pequeno,6
cachorro,3,macho,grande,curta,0,0,0,saudavel,0,4.0,0,3,Sr. João Miguel Lima,apartamento,2,0,0,1,cachorro,medio,7
cachorro,3,macho,grande,curta,0,0,0,saudavel,0,4.0,0,3,Maria Clara Alves,apartamento,7,0,0,0,cachorro,medio,8
cachorro,3,macho,grande,curta,0,0,0,saudavel,0,4.0,0,3,Julia da Costa,casa,7,1,1,1,indiferente,pequeno,9
cachorro,3,macho,grande,curta,0,0,0,saudavel,0,4.0,0,3,Esther da Rocha,casa,3,0,0,1,cachorro,grande,10
cachorro,3,macho,grande,curta,0,0,0,saudavel,0,4.0,0,3,Ana Vitória da Cunha,casa,4,0,0,0,gato,pequeno,11
cachorro,3,macho,grande,curta,0,0,0,saudavel,0,4.0,0,3,Anthony Gabriel Moura,casa,6,0,1,0,indiferente,grande,12
cachorro,3,macho,grande,curta,0,0,0,saudavel,0,4.0,0,3,Dra. Jade Mendonça,apartamento,1,0,1,0,cachorro,pequeno,13
cachorro,3,macho,grande,curta,0,0,0,saudavel,0,4.0,0,3,Luiz Otávio Monteiro,casa,4,1,1,1,cachorro,grande,14
cachorro,3,macho,grande,curta,0,0,0,saudavel,0,4.0,0,3,Dra. Bruna Pires,apartamento,4,1,0,1,indiferente,pequeno,15
cachorro,3,macho,grande,curta,0,0,0,saudavel,0,4.0,0,3,Rael Brito,casa,7,1,1,0,indiferente,medio,16
cachorro,3,macho,grande,curta,0,0,0,saudavel,0,4.0,0,3,Leonardo Martins,casa,8,1,1,0,gato,pequeno,17
cachorro,3,macho,grande,curta,0,0,0,saudavel,0,4.0,0,3,Fernanda Leão,casa,4,1,1,0,indiferente,grande,18
cachorro,3,macho,grande,curta,0,0,0,saudavel,0,4.0,0,3,Rafael Azevedo,casa,2,1,1,0,indiferente,grande,19
gato,1,macho,pequeno,curta,0,0,0,saudavel,0,0.0,0,4,Sr. Renan Leão,casa,6,0,0,1,indiferente,grande,0
gato,1,macho,pequeno,curta,0,0,0,saudavel,0,0.0,0,4,Vinícius Andrade,casa,8,1,0,0,indiferente,medio,1
gato,1,macho,pequeno,curta,0,0,0,saudavel,0,0.0,0,4,Fernando Fogaça,apartamento,1,0,0,0,gato,grande,2
gato,1,macho,pequeno,curta,0,0,0,saudavel,0,0.0,0,4,Pietro Cassiano,casa,2,1,0,1,indiferente,pequeno,3
gato,1,macho,pequeno,curta,0,0,0,saudavel,0,0.0,0,4,Dra. Manuela Machado,casa,8,0,1,0,gato,grande,4
gato,1,macho,pequeno,curta,0,0,0,saudavel,0,0.0,0,4,Sr. Juan Rodrigues,apartamento,2,1,0,0,cachorro,pequeno,5
gato,1,macho,pequeno,curta,0,0,0,saudavel,0,0.0,0,4,Leandro Peixoto,casa,5,0,0,1,gato,pequeno,6
gato,1,macho,pequeno,curta,0,0,0,saudavel,0,0.0,0,4,Sr. João Miguel Lima,apartamento,2,0,0,1,cachorro,medio,7
gato,1,macho,pequeno,curta,0,0,0,saudavel,0,0.0,0,4,Maria Clara Alves,apartamento,7,0,0,0,cachorro,medio,8
gato,1,macho,pequeno,curta,0,0,0,saudavel,0,0.0,0,4,Julia da Costa,casa,7,1,1,1,indiferente,pequeno,9
gato,1,macho,pequeno,curta,0,0,0,saudavel,0,0.0,0,4,Esther da Rocha,casa,3,0,0,1,cachorro,grande,10
gato,1,macho,pequeno,curta,0,0,0,saudavel,0,0.0,0,4,Ana Vitória da Cunha,casa,4,0,0,0,gato,pequeno,11
gato,1,macho,pequeno,curta,0,0,0,saudavel,0,0.0,0,4,Anthony Gabriel Moura,casa,6,0,1,0,indiferente,grande,12
gato,1,macho,pequeno,curta,0,0,0,saudavel,0,0.0,0,4,Dra. Jade Mendonça,apartamento,1,0,1,0,cachorro,pequeno,13
gato,1,macho,pequeno,curta,0,0,0,saudavel,0,0.0,0,4,Luiz Otávio Monteiro,casa,4,1,1,1,cachorro,grande,14
gato,1,macho,pequeno,curta,0,0,0,saudavel,0,0.0,0,4,Dra. Bruna Pires,apartamento,4,1,0,1,indiferente,pequeno,15
gato,1,macho,pequeno,curta,0,0,0,saudavel,0,0.0,0,4,Rael Brito,casa,7,1,1,0,indiferente,medio,16
gato,1,macho,pequeno,curta,0,0,0,saudavel,0,0.0,0,4,Leonardo Martins,casa,8,1,1,0,gato,pequeno,17
gato,1,macho,pequeno,curta,0,0,0,saudavel,0,0.0,0,4,Fernanda Leão,casa,4,1,1,0,indiferente,grande,18
gato,1,macho,pequeno,curta,0,0,0,saudavel,0,0.0,0,4,Rafael Azevedo,casa,2,1,1,0,indiferente,grande,19
cachorro,3,macho,medio,curta,0,1,0,saudavel,0,2.0,0,5,Sr. Renan Leão,casa,6,0,0,1,indiferente,grande,0
cachorro,3,macho,medio,curta,0,1,0,saudavel,0,2.0,0,5,Vinícius Andrade,casa,8,1,0,0,indiferente,medio,1
cachorro,3,macho,medio,curta,0,1,0,saudavel,0,2.0,0,5,Fernando Fogaça,apartamento,1,0,0,0,gato,grande,2
cachorro,3,macho,medio,curta,0,1,0,saudavel,0,2.0,0,5,Pietro Cassiano,casa,2,1,0,1,indiferente,pequeno,3
cachorro,3,macho,medio,curta,0,1,0,saudavel,0,2.0,0,5,Dra. Manuela Machado,casa,8,0,1,0,gato,grande,4
cachorro,3,macho,medio,curta,0,1,0,saudavel,0,2.0,0,5,Sr. Juan Rodrigues,apartamento,2,1,0,0,cachorro,pequeno,5
cachorro,3,macho,medio,curta,0,1,0,saudavel,0,2.0,0,5,Leandro Peixoto,casa,5,0,0,1,gato,pequeno,6
cachorro,3,macho,medio,curta,0,1,0,saudavel,0,2.0,0,5,Sr. João Miguel Lima,apartamento,2,0,0,1,cachorro,medio,7
cachorro,3,macho,medio,curta,0,1,0,saudavel,0,2.0,0,5,Maria Clara Alves,apartamento,7,0,0,0,cachorro,medio,8
cachorro,3,macho,medio,curta,0,1,0,saudavel,0,2.0,0,5,Julia da Costa,casa,7,1,1,1,indiferente,pequeno,9
cachorro,3,macho,medio,curta,0,1,0,saudavel,0,2.0,0,5,Esther da Rocha,casa,3,0,0,1,cachorro,grande,10
cachorro,3,macho,medio,curta,0,1,0,saudavel,0,2.0,0,5,Ana Vitória da Cunha,casa,4,0,0,0,gato,pequeno,11
cachorro,3,macho,medio,curta,0,1,0,saudavel,0,2.0,0,5,Anthony Gabriel Moura,casa,6,0,1,0,indiferente,grande,12
cachorro,3,macho,medio,curta,0,1,0,saudavel,0,2.0,0,5,Dra. Jade Mendonça,apartamento,1,0,1,0,cachorro,pequeno,13
cachorro,3,macho,medio,curta,0,1,0,saudavel,0,2.0,0,5,Luiz Otávio Monteiro,casa,4,1,1,1,cachorro,grande,14
cachorro,3,macho,medio,curta,0,1,0,saudavel,0,2.0,0,5,Dra. Bruna Pires,apartamento,4,1,0,1,indiferente,pequeno,15
cachorro,3,macho,medio,curta,0,1,0,saudavel,0,2.0,0,5,Rael Brito,casa,7,1,1,0,indiferente,medio,16
cachorro,3,macho,medio,curta,0,1,0,saudavel,0,2.0,0,5,Leonardo Martins,casa,8,1,1,0,gato,pequeno,17
cachorro,3,macho,medio,curta,0,1,0,saudavel,0,2.0,0,5,Fernanda Leão,casa,4,1,1,0,indiferente,grande,18
cachorro,3,macho,medio,curta,0,1,0,saudavel,0,2.0,0,5,Rafael Azevedo,casa,2,1,1,0,indiferente,grande,19
cachorro,2,femea,pequeno,media,0,1,0,saudavel,0,1.0,0,6,Sr. Renan Leão,casa,6,0,0,1,indiferente,grande,0
cachorro,2,femea,pequeno,media,0,1,0,saudavel,0,1.0,0,6,Vinícius Andrade,casa,8,1,0,0,indiferente,medio,1
cachorro,2,femea,pequeno,media,0,1,0,saudavel,0,1.0,0,6,Fernando Fogaça,apartamento,1,0,0,0,gato,grande,2
cachorro,2,femea,pequeno,media,0,1,0,saudavel,0,1.0,0,6,Pietro Cassiano,casa,2,1,0,1,indiferente,pequeno,3
cachorro,2,femea,pequeno,media,0,1,0,saudavel,0,1.0,0,6,Dra. Manuela Machado,casa,8,0,1,0,gato,grande,4
cachorro,2,femea,pequeno,media,0,1,0,saudavel,0,1.0,0,6,Sr. Juan Rodrigues,apartamento,2,1,0,0,cachorro,pequeno,5
cachorro,2,femea,pequeno,media,0,1,0,saudavel,0,1.0,0,6,Leandro Peixoto,casa,5,0,0,1,gato,pequeno,6
cachorro,2,femea,pequeno,media,0,1,0,saudavel,0,1.0,0,6,Sr. João Miguel Lima,apartamento,2,0,0,1,cachorro,medio,7
cachorro,2,femea,pequeno,media,0,1,0,saudavel,0,1.0,0,6,Maria Clara Alves,apartamento,7,0,0,0,cachorro,medio,8
cachorro,2,femea,pequeno,media,0,1,0,saudavel,0,1.0,0,6,Julia da Costa,casa,7,1,1,1,indiferente,pequeno,9
cachorro,2,femea,pequeno,media,0,1,0,saudavel,0,1.0,0,6,Esther da Rocha,casa,3,0,0,1,cachorro,grande,10
cachorro,2,femea,pequeno,media,0,1,0,saudavel,0,1.0,0,6,Ana Vitória da Cunha,casa,4,0,0,0,gato,pequeno,11
cachorro,2,femea,pequeno,media,0,1,0,saudavel,0,1.0,0,6,Anthony Gabriel Moura,casa,6,0,1,0,indiferente,grande,12
cachorro,2,femea,pequeno,media,0,1,0,saudavel,0,1.0,0,6,Dra. Jade Mendonça,apartamento,1,0,1,0,cachorro,pequeno,13
cachorro,2,femea,pequeno,media,0,1,0,saudavel,0,1.0,0,6,Luiz Otávio Monteiro,casa,4,1,1,1,cachorro,grande,14
cachorro,2,femea,pequeno,media,0,1,0,saudavel,0,1.0,0,6,Dra. Bruna Pires,apartamento,4,1,0,1,indiferente,pequeno,15
cachorro,2,femea,pequeno,media,0,1,0,saudavel,0,1.0,0,6,Rael Brito,casa,7,1,1,0,indiferente,medio,16
cachorro,2,femea,pequeno,media,0,1,0,saudavel,0,1.0,0,6,Leonardo Martins,casa,8,1,1,0,gato,pequeno,17
cachorro,2,femea,pequeno,media,0,1,0,saudavel,0,1.0,0,6,Fernanda Leão,casa,4,1,1,0,indiferente,grande,18
cachorro,2,femea,pequeno,media,0,1,0,saudavel,0,1.0,0,6,Rafael Azevedo,casa,2,1,1,0,indiferente,grande,19
cachorro,8,femea,medio,curta,1,1,1,saudavel,0,2.0,0,7,Sr. Renan Leão,casa,6,0,0,1,indiferente,grande,0
cachorro,8,femea,medio,curta,1,1,1,saudavel,0,2.0,0,7,Vinícius Andrade,casa,8,1,0,0,indiferente,medio,1
cachorro,8,femea,medio,curta,1,1,1,saudavel,0,2.0,0,7,Fernando Fogaça,apartamento,1,0,0,0,gato,grande,2
cachorro,8,femea,medio,curta,1,1,1,saudavel,0,2.0,0,7,Pietro Cassiano,casa,2,1,0,1,indiferente,pequeno,3
cachorro,8,femea,medio,curta,1,1,1,saudavel,0,2.0,0,7,Dra. Manuela Machado,casa,8,0,1,0,gato,grande,4
cachorro,8,femea,medio,curta,1,1,1,saudavel,0,2.0,0,7,Sr. Juan Rodrigues,apartamento,2,1,0,0,cachorro,pequeno,5
cachorro,8,femea,medio,curta,1,1,1,saudavel,0,2.0,0,7,Leandro Peixoto,casa,5,0,0,1,gato,pequeno,6
cachorro,8,femea,medio,curta,1,1,1,saudavel,0,2.0,0,7,Sr. João Miguel Lima,apartamento,2,0,0,1,cachorro,medio,7
cachorro,8,femea,medio,curta,1,1,1,saudavel,0,2.0,0,7,Maria Clara Alves,apartamento,7,0,0,0,cachorro,medio,8
cachorro,8,femea,medio,curta,1,1,1,saudavel,0,2.0,0,7,Julia da Costa,casa,7,1,1,1,indiferente,pequeno,9
cachorro,8,femea,medio,curta,1,1,1,saudavel,0,2.0,0,7,Esther da Rocha,casa,3,0,0,1,cachorro,grande,10
cachorro,8,femea,medio,curta,1,1,1,saudavel,0,2.0,0,7,Ana Vitória da Cunha,casa,4,0,0,0,gato,pequeno,11
cachorro,8,femea,medio,curta,1,1,1,saudavel,0,2.0,0,7,Anthony Gabriel Moura,casa,6,0,1,0,indiferente,grande,12
cachorro,8,femea,medio,curta,1,1,1,saudavel,0,2.0,0,7,Dra. Jade Mendonça,apartamento,1,0,1,0,cachorro,pequeno,13
cachorro,8,femea,medio,curta,1,1,1,saudavel,0,2.0,0,7,Luiz Otávio Monteiro,casa,4,1,1,1,cachorro,grande,14
cachorro,8,femea,medio,curta,1,1,1,saudavel,0,2.0,0,7,Dra. Bruna Pires,apartamento,4,1,0,1,indiferente,pequeno,15
cachorro,8,femea,medio,curta,1,1,1,saudavel,0,2.0,0,7,Rael Brito,casa,7,1,1,0,indiferente,medio,16
cachorro,8,femea,medio,curta,1,1,1,saudavel,0,2.0,0,7,Leonardo Martins,casa,8,1,1,0,gato,pequeno,17
cachorro,8,femea,medio,curta,1,1,1,saudavel,0,2.0,0,7,Fernanda Leão,casa,4,1,1,0,indiferente,grande,18
cachorro,8,femea,medio,curta,1,1,1,saudavel,0,2.0,0,7,Rafael Azevedo,casa,2,1,1,0,indiferente,grande,19
gato,1,femea,pequeno,curta,0,0,0,lesao_leve,0,4.0,0,8,Sr. Renan Leão,casa,6,0,0,1,indiferente,grande,0
gato,1,femea,pequeno,curta,0,0,0,lesao_leve,0,4.0,0,8,Vinícius Andrade,casa,8,1,0,0,indiferente,medio,1
gato,1,femea,pequeno,curta,0,0,0,lesao_leve,0,4.0,0,8,Fernando Fogaça,apartamento,1,0,0,0,gato,grande,2
gato,1,femea,pequeno,curta,0,0,0,lesao_leve,0,4.0,0,8,Pietro Cassiano,casa,2,1,0,1,indiferente,pequeno,3
gato,1,femea,pequeno,curta,0,0,0,lesao_leve,0,4.0,0,8,Dra. Manuela Machado,casa,8,0,1,0,gato,grande,4
gato,1,femea,pequeno,curta,0,0,0,lesao_leve,0,4.0,0,8,Sr. Juan Rodrigues,apartamento,2,1,0,0,cachorro,pequeno,5
gato,1,femea,pequeno,curta,0,0,0,lesao_leve,0,4.0,0,8,Leandro Peixoto,casa,5,0,0,1,gato,pequeno,6
gato,1,femea,pequeno,curta,0,0,0,lesao_leve,0,4.0,0,8,Sr. João Miguel Lima,apartamento,2,0,0,1,cachorro,medio,7
gato,1,femea,pequeno,curta,0,0,0,lesao_leve,0,4.0,0,8,Maria Clara Alves,apartamento,7,0,0,0,cachorro,medio,8
gato,1,femea,pequeno,curta,0,0,0,lesao_leve,0,4.0,0,8,Julia da Costa,casa,7,1,1,1,indiferente,pequeno,9
gato,1,femea,pequeno,curta,0,0,0,lesao_leve,0,4.0,0,8,Esther da Rocha,casa,3,0,0,1,cachorro,grande,10
gato,1,femea,pequeno,curta,0,0,0,lesao_leve,0,4.0,0,8,Ana Vitória da Cunha,casa,4,0,0,0,gato,pequeno,11
gato,1,femea,pequeno,curta,0,0,0,lesao_leve,0,4.0,0,8,Anthony Gabriel Moura,casa,6,0,1,0,indiferente,grande,12
gato,1,femea,pequeno,curta,0,0,0,lesao_leve,0,4.0,0,8,Dra. Jade Mendonça,apartamento,1,0,1,0,cachorro,pequeno,13
gato,1,femea,pequeno,curta,0,0,0,lesao_leve,0,4.0,0,8,Luiz Otávio Monteiro,casa,4,1,1,1,cachorro,grande,14
gato,1,femea,pequeno,curta,0,0,0,lesao_leve,0,4.0,0,8,Dra. Bruna Pires,apartamento,4,1,0,1,indiferente,pequeno,15
gato,1,femea,pequeno,curta,0,0,0,lesao_leve,0,4.0,0,8,Rael Brito,casa,7,1,1,0,indiferente,medio,16
gato,1,femea,pequeno,curta,0,0,0,lesao_leve,0,4.0,0,8,Leonardo Martins,casa,8,1,1,0,gato,pequeno,17
gato,1,femea,pequeno,curta,0,0,0,lesao_leve,0,4.0,0,8,Fernanda Leão,casa,4,1,1,0,indiferente,grande,18
gato,1,femea,pequeno,curta,0,0,0,lesao_leve,0,4.0,0,8,Rafael Azevedo,casa,2,1,1,0,indiferente,grande,19
cachorro,6,macho,pequeno,curta,1,1,0,saudavel,0,2.0,0,9,Sr. Renan Leão,casa,6,0,0,1,indiferente,grande,0
cachorro,6,macho,pequeno,curta,1,1,0,saudavel,0,2.0,0,9,Vinícius Andrade,casa,8,1,0,0,indiferente,medio,1
cachorro,6,macho,pequeno,curta,1,1,0,saudavel,0,2.0,0,9,Fernando Fogaça,apartamento,1,0,0,0,gato,grande,2
cachorro,6,macho,pequeno,curta,1,1,0,saudavel,0,2.0,0,9,Pietro Cassiano,casa,2,1,0,1,indiferente,pequeno,3
cachorro,6,macho,pequeno,curta,1,1,0,saudavel,0,2.0,0,9,Dra. Manuela Machado,casa,8,0,1,0,gato,grande,4
cachorro,6,macho,pequeno,curta,1,1,0,saudavel,0,2.0,0,9,Sr. Juan Rodrigues,apartamento,2,1,0,0,cachorro,pequeno,5
cachorro,6,macho,pequeno,curta,1,1,0,saudavel,0,2.0,0,9,Leandro Peixoto,casa,5,0,0,1,gato,pequeno,6
cachorro,6,macho,pequeno,curta,1,1,0,saudavel,0,2.0,0,9,Sr. João Miguel Lima,apartamento,2,0,0,1,cachorro,medio,7
cachorro,6,macho,pequeno,curta,1,1,0,saudavel,0,2.0,0,9,Maria Clara Alves,apartamento,7,0,0,0,cachorro,medio,8
cachorro,6,macho,pequeno,curta,1,1,0,saudavel,0,2.0,0,9,Julia da Costa,casa,7,1,1,1,indiferente,pequeno,9
cachorro,6,macho,pequeno,curta,1,1,0,saudavel,0,2.0,0,9,Esther da Rocha,casa,3,0,0,1,cachorro,grande,10
cachorro,6,macho,pequeno,curta,1,1,0,saudavel,0,2.0,0,9,Ana Vitória da Cunha,casa,4,0,0,0,gato,pequeno,11
cachorro,6,macho,pequeno,curta,1,1,0,saudavel,0,2.0,0,9,Anthony Gabriel Moura,casa,6,0,1,0,indiferente,grande,12
cachorro,6,macho,pequeno,curta,1,1,0,saudavel,0,2.0,0,9,Dra. Jade Mendonça,apartamento,1,0,1,0,cachorro,pequeno,13
cachorro,6,macho,pequeno,curta,1,1,0,saudavel,0,2.0,0,9,Luiz Otávio Monteiro,casa,4,1,1,1,cachorro,grande,14
cachorro,6,macho,pequeno,curta,1,1,0,saudavel,0,2.0,0,9,Dra. Bruna Pires,apartamento,4,1,0,1,indiferente,pequeno,15
cachorro,6,macho,pequeno,curta,1,1,0,saudavel,0,2.0,0,9,Rael Brito,casa,7,1,1,0,indiferente,medio,16
